SPECIES,SOURCE,X,Y,DEF,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
fe,USA,-2e+06,6e+05,24,-3,3,-3,17,25,263,208,-211,-265,193,-136,-84,245,-47,-90,-59,-27,37,76,-76,-36,114,-49
fe,USA,-2e+06,575000,23,-14,9,-5,17,4,147,88,-115,-112,64,-17,-69,46,-13,-24,-7,15,47,74,101,-192,127,-96
fe,USA,-2e+06,550000,23,-8,27,-29,6,2,99,17,-2,-96,-4,-1,-15,36,14,-53,18,3,211,42,120,-332,76,74
fe,USA,-2e+06,525000,16,0,0,0,0,1,12,72,-77,20,-21,-7,0,7,30,6,-6,-7,210,83,-137,-169,-10,-7
fe,USA,-2e+06,5e+05,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,65,-7,-39,11,-30,8,-8
fe,USA,-2e+06,475000,14,0,0,0,0,0,0,0,0,0,13,21,25,38,152,-86,-109,61,325,238,-522,18,53,-210
fe,USA,-2e+06,450000,15,0,0,0,0,0,0,0,4,-2,5,22,28,260,-240,-40,-26,187,190,314,-297,251,69,-725
fe,USA,-2e+06,425000,13,0,0,0,0,0,0,0,0,0,8,11,-16,107,-81,1,5,23,384,482,105,-387,392,-1034
fe,USA,-2e+06,4e+05,14,0,7,-7,0,0,0,0,1,-1,0,1,13,182,-187,43,41,86,113,672,-678,-112,409,-583
fe,USA,-2e+06,375000,14,0,0,0,0,143,-143,0,14,-14,0,6,140,586,-614,-66,-22,93,-101,444,-380,306,-262,-130
fe,USA,-2e+06,350000,17,0,0,0,0,196,-196,252,-8,-217,83,-84,733,990,-1147,-472,38,48,187,1424,66,-403,-329,-1161
fe,USA,-2e+06,325000,17,40,-40,0,0,0,0,698,-329,-285,-73,-3,151,1068,-877,-274,46,481,-134,2614,-106,-1226,1211,-2962
fe,USA,-2e+06,3e+05,15,0,0,0,0,0,0,1032,-932,-99,-1,2,28,578,-587,2,19,235,266,1833,-877,-32,-239,-1228
fe,USA,-2e+06,275000,16,0,0,0,0,0,0,765,-386,-375,3,-4,72,245,-143,-167,-2,60,158,914,-717,822,-745,-500
fe,USA,-2e+06,250000,16,0,0,0,0,24,159,1102,-1285,0,57,-54,145,425,-461,-87,-10,79,40,917,805,338,95,-2289
fe,USA,-2e+06,225000,14,0,0,0,0,0,27,744,-771,0,0,3,20,232,-187,-39,-25,4,123,331,1296,-443,311,-1626
fe,USA,-2e+06,2e+05,12,0,0,0,0,0,0,0,0,0,3,-3,8,19,-25,0,6,7,33,385,-171,331,-120,-473
fe,USA,-2e+06,175000,12,0,0,0,0,0,0,13,-13,0,1,-1,43,8,-46,-5,13,1,33,627,-566,116,-186,-38
fe,USA,-2e+06,150000,9,0,0,0,0,0,0,0,0,0,0,0,21,-19,-2,0,4,6,-4,1190,-889,-167,-134,-6
fe,USA,-2e+06,125000,9,0,0,0,0,0,0,0,0,0,0,0,2,5,-6,-1,14,-7,44,1817,-1574,-136,-158,0
fe,USA,-2e+06,1e+05,8,0,0,0,0,0,0,0,0,1,-1,0,0,2,-2,0,11,-2,158,378,-22,-442,-81,0
fe,USA,-2e+06,75000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,6,783,-583,-140,-88,0
fe,USA,-2e+06,50000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-27,248,-221,55,-82,0
fe,USA,-2e+06,25000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,-72,29,-26,-9
fe,USA,-2e+06,-350000,6,0,0,0,0,0,0,0,0,0,0,0,0,13,-10,-3,0,1,-1,145,-145,17,-8,-9
fe,USA,-2e+06,-375000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-11,0,0,213,11,-164,-41,-18
fe,USA,-1975000,1275000,5,1,-1,0,0,0,1,-1,0,3,-3,0,0,0,0,4,-4,0,0,0,0,0,5,-5
