SPECIES,SOURCE,X,Y,DEF,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
dfb,CA,-1453963.8779,1480940.4511,3,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,2,-2,0,0
dfb,CA,-1978963.8779,1505940.4511,3,0,0,0,0,0,0,0,0,0,0,2,1,-3,0,0,0,0,0,1,-1,0
dfb,CA,-1853963.8779,1505940.4511,6,-2,0,0,0,6,-5,-1,1,-1,0,1,-1,0,0,0,0,4,-4,0,0,0
dfb,CA,-1803963.8779,1505940.4511,7,0,2,-2,0,0,0,0,0,0,0,1,-1,0,1,2,-2,1,0,-2,0,0
dfb,CA,-1778963.8779,1505940.4511,11,0,2,-1,0,1,-2,0,0,0,0,0,3,-2,3,0,-2,0,-2,0,1,-1
dfb,CA,-1753963.8779,1505940.4511,8,0,0,2,-2,0,0,0,0,0,1,1,2,-3,-1,0,0,1,-1,0,2,8
dfb,CA,-1728963.8779,1505940.4511,5,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,-2,0,0,32
dfb,CA,-1703963.8779,1505940.4511,10,0,0,0,0,1,-1,0,0,4,-1,-3,0,0,0,1,4,0,1,-3,-2,25
dfb,CA,-1678963.8779,1505940.4511,11,1,-1,0,0,0,0,4,-4,1,1,-2,0,1,-1,0,2,2,5,-8,2,16
dfb,CA,-1653963.8779,1505940.4511,12,-3,0,0,0,0,0,0,0,0,7,-4,2,3,-5,-3,3,1,0,-3,0,4
dfb,CA,-1628963.8779,1505940.4511,12,0,0,0,0,5,-5,0,1,0,1,-1,0,0,-1,0,0,1,3,-2,1,1
dfb,CA,-1603963.8779,1505940.4511,6,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,2,-1,-1,2,1,-2
dfb,CA,-1578963.8779,1505940.4511,12,0,3,-2,-1,3,-1,-1,1,-2,0,0,0,1,0,-1,7,-6,0,-1,1,-1
dfb,CA,-1553963.8779,1505940.4511,7,0,0,2,-2,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
dfb,CA,-1503963.8779,1505940.4511,3,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,0,1,0,-1,0
dfb,CA,-1453963.8779,1505940.4511,7,2,-2,0,0,0,0,0,0,0,1,-1,0,0,0,0,2,0,1,-3,1,1
dfb,CA,-2078963.8779,1530940.4511,4,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,5,-5,0,15,19,-34
dfb,CA,-1978963.8779,1530940.4511,4,0,0,0,0,0,0,0,0,0,0,3,4,6,-5,-8,0,0,0,0,0,0
